Insult,Comment
0,"""Go get them Egyptians.\\xc2\\xa0 Kill them all!\\xc2\\xa0 We will be right behind you.\\xc2\\xa0\\xc2\\xa0 hahahahehehe\\n\\n(Genesis 16:12) \\xc2\\xa0He will be a wild ass [uncivilized] of a man (Yismael and his descendants) . His hand [will be] against everyone (meaning a robber per Rashi) and everyone's hand will be against him (meaning everyone will hate him and will attack him per Rashi); and in the presence of all his brothers he will dwell (meaning: his descendants will be many per Rashi)."""
1,"""Commenter?\xa0 Your very childish.\xa0 Grow up and be a man.\xa0 Stupid remarks like yours just proves that you are a little boy and have yet to understand what it means to be an adult."""
0,"""Awesome font and color on your card:)"""
0,"""Not tonight tv844..chill with that.\nThe Brewer and Dodger fans are just enjoying the game\nwherever they are hoping that their team wins.\nSimple ain't it?"""
1,"""Provide Proof faggot."""
1,"""Your Mother is the clubhouse whore..."""
0,"""Your mother's."""
0,"""That's because you posted all Lies and Bullshyt!!"""
0,"""His poor mom...she seemed pretty cool. How the fuck did a person so nice end up raising such a cunt?"""
1,"""Take your ""testament"" and shove it."""
1,"""suck ya dads dick ya stupid slut
0,"""\\xc2\\xa0Yes
0,"""I don't go to the woods this time of year
0,"""gloves on the baby please"""
0,"""Why don't you think he'll be worth it?"""
0,"""There's far worse things happening in Africa
0,"""You are 100% spot on in regards to that little brat."""
1,"""Seems like you are on tik you moron! Are all people of your colour rapists of mothers and children? I don't think so. Stop making idiot comments!"""
1,"""You certainly come off as an arrogant s.o.b.  Your right ends when the safety of others begins.  I don't give a rat's arse THAT you hunt
0,"""The existence of the interstate highway system hardly outweighs the vast amount of other problems with the federal government.\n\nI hear a lot of ""you can thank bush and cheney"" from you but what has your precious obama done to reverse any of that?\xa0 Oh
0,"""Thats what I thought about Herge
1,"""WhatIsBannedIsNeverSuppressed
1,"""How stupid are you? Do you realize that many women take birth control pills for many reasons besides preventing pregnancy? Educate yourself
1,"""fucking idiots"""
0,"""Durant needs to do something fine a way to get him free."""
0,"""Laird ans Avila (and Santos) may be among the Tigers' most marketable players- at least as far as trading for a starting pitcher or a starting 2B is concerned."""
1,"""you're a fighter not a lover
0,"""@beatles4life  but TNA is full of 'retired wrestlers'? So shouldn't that be 'has been wrestling' too?"""
0,"""Where do you find time to record an album when you're on trial for murder?"""
0,"""\\xc2\\xa0\\xe2\\x80\\x9cIt puts politics between women and their healthcare.\\xe2\\x80\\x9d What do THEY think they are doing? Both sides are putting politics between Americans and their liberty.\\nAs an aside
0,"""I love a coach that can talk naughty."""
1,"""Ok. You are a complete retard. Re-read what you just said about a ""bullpen"". You know nothing about baseball!"""
0,"""Tampa is loosing also. They may give us yet ANOTHER break!"""
0,"""to be honest
0,"""THERE IS NO WAY ROGER MAYWHEATHER SAID THESE THINGS. HIS ACCOUNT WAS DEFINETELY HACKED INTO. NO MAN OF HIS POSITION WILL SAY THESE KIND OF THINGS. I MEAN
0,"""Is this a defensive stand for Theo or an offensive jab at paolo? They really aren't the same thing. If you've been reading him THAT long and dislike him THAT much then ignore his comments. The irony is 
0,"""No
0,"""last summer is \xa02ne1 vs. suju right ?? \xa0and now this summer \xa0again 2ne1 vs. suju \xa0FUCK they forgot b2st ahahahahah"""
0,"""Hey
0,"""It gets more and more like Butlins as the weeks go on...."""
1,"""stfu u dirty ugly wet musty hair havin rican! Dirty ass wetback! I SWEAR I CANT STAND U DIRTY UGLY PALE FACE WANNABE WHITE SPICS POSTIN RACIST BS ON WSHH WHEN U THE LEAST DISLIKED GROUP OF PPL IN AMERICA!!! IMA SPIT IN THE NEXT LIL WETBACK KIDS FACE WHEN I SEE EM BECAUSE OF U"""
1,"""That is a moronic response. They should not repeat the crimes they commited? Please don t post your trash here."""
0,"""Please use your search engine before you look any dumber.\xa0 or just go straight to the police information so far. . ."""
1,"""By ""your kind"" I mean angry little Yankee know-it-alls
0,"""The fucking website said it worked for A4 devices only; now I'm in \n5.1.1
0,"""Ha ha wait until you have your own kids:)"""
1,"""Now you went and...fucked..up this whole page."""
0,"""there are many great Jews....i have no issue with the faith"""
1,"""You know
1,"""@Pickle\n\nYou look like Brian Scalabrine's brother.... thoughts?"""
0,"""Providing oil companies with $4 billion to offset their costs for exploration is socialism
1,"""And you need to know classified information because... When it passes into history
0,"""Crap
0,"""Yeah but we love a good smack down"""
0,"""clintons shirt should read way to go Barry i screwed a intern you screwed the whole country"""
0,"""I think I'm in love with you..."""
0,"""THEY FUCKING SLAYED!!!!\\n\\nThey just SLAYED everyone and MY LIFE with that SEXY
0,"""I love Serendipity 3's Frrrozen Haute Chocolate."""
0,"""You shit me not.  What's that all about?"""
0,"""It's the title that matters in this case :)"""
0,"""Yes
0,"""Dear Lord
0,"""Obama is working as fast as he can."""
0,"""Easy to tell when it's the off-season. \n\nUbbs should put a crossword puzzle on the blog."""
1,"""You are an idiot.......why do you even bother..??.Wasted words."""
0,"""and rape and incest? \\xc2\\xa0That's self control too?"""
0,"""my big homo lil wayne fucks this nigga in his ass when it comes to music"""
0,"""Irony? This has nothing to do with! You just can't take off your rosecolored glasses long enough to see that there is a real problem a dodger stadium! They need to tear that dump down and relocate"""
0,"""Is that why your head smells like Obamas-ass?"""
0,"""Exactly. \xa0McCain is not sexist. \xa0He is also responsible for that complete fucking imbecile Joe the Plumber."""
0,"""That's the difference.  They can't just make a run and think they can win against the Spur's.   They have to be able to make stops when it counts.  Young team
1,"""LOL!!!! Do you even realize you are making a fool of yourself? I bet next you will post something Like ""I forwarded your post to the FBI"" or maybe "" I told my mommy"" Speaking of growing up Get busy.\\xc2\\xa0"""
0,"""this is getting very silly...headline MY RACE HELL...a tad dramatic..."""
0,"""awww you go back checking your posts for likes. how sad."""
1,"""You stupid f uuu c \xa0 \xa0k. I hope you die the same way she did."""
1,"""But
0,"""Many ppl report seeing an officer pounding away at his chest while screaming breathe you mofo."""
0,"""iv installed but siri just says unable to help please try later ?"""
0,"""Yes
0,"""For those of you who do not know this
0,"""@FamousOriginalLucas@noBjustRyan Il have to pack my things and go
0,"""Being a ""natural born citizen"" is not based on the nationality of your parents."""
0,"""I've come to discover that actually know the name of an official can mean nothing good."""
0,"""Michael Jordan won his first title after seven years. LeBron is in his ninth season."""
1,"""All these news are planted and for getting some extra media attention - that's all ..............................................bloody fucker ............ranbir fucker kapoor."""
1,"""Are you fucking dumb? ""making it clear that the group was delaying their comeback due to album production and not to\xa0avoid competition with other groups."" \xa0You should be thankful that 2ne1 didn't cameback this june
0,"""wtfff is this shit??? he shot the fuck out for this shit.. Diz won and i only seen this clip of the battle. smh..."""
0,"""Obama's econimic plan BS !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!"""
1,"""You are an IDIOT!!!"""
0,"""How is it reasonable
1,"""Well
0,"""See
0,"""So you think Cigar Willie Clinton will help obongo win? Balack Obongo \nhas learned his lesson too late. You cant trust a fuckingliberal. Just \nlike you cant trust a liberal troll commenter."""
0,"""I never liked interleague play but they didn't ask me
1,"""And odumbo is an old lying
0,"""Mom looks like an ol' ho from way back herself. Screw her and her pervert a$$ son."""
0,"""When you could not reveal the names given of foreign a/c holders
0,"""When that nigga tighten his belt I knew he couldnt fucked up...\xa0 He look like WANDA"""
0,"""VIVA mi odpisa\u0142a
0,"""That's what the ""Full Comment"" banner at the top is for... but you are right
0,"""Are you rooting for Nole now?"""
0,"""@ahr19\xa0\xa0 http://t.co/ntz0lK4H ""0BAMA http://bit.ly/LdqWWy http://t.co/LyWpopfJ iN http://t.co/LBpHn8O5 2o12"" http://shar.es/qNGKo http://shar.es/qPLm8 ""iNHERiT http://shar.es/qMm2k http://shar.es/qMnPX THE http://t.co/yQdpnkvM http://shar.es/qNX3H WiND"" http://t.co/bSxX1whh http://t.co/OJ9W5oae ""0BAMA http://shar.es/qVEoG http://t.co/R5ha6h89 iN http://t.co/HHgN3I9r 2o12"" http://t.co/c2kmuftr http://t.co/G3VXfi0r http://paper.li/f-1334936874 ...THEY D0 ABS0LUTELY N0THiNG http://bit.ly/MrZlgv http://shar.es/qiaI2 DELUSi0NAL http://bit.ly/MrZlgv http://t.co/yHELaHAq http://shar.es/qzCvl ANGRY http://bit.ly/MrZlgv http://t.co/Ic3KVhem SELFiSH http://bit.ly/MrZlgv http://shar.es/qzt0K http://shar.es/qzMXa LYiNG http://bit.ly/MrZlgv http://shar.es/qzCvl http://shar.es/qzsT3 STiNGY http://bit.ly/MrZlgv http://shar.es/qi7eM C0RRUPT http://bit.ly/MrZlgv http://shar.es/qztz6 GREEDY http://bit.ly/MrZlgv http://shar.es/qKUjT http://shar.es/qz7IM CROOKED http://bit.ly/MrZlgv http://shar.es/qztz6 http://shar.es/qcyGh C0MMUNiST http://bit.ly/MrZlgv http://shar.es/qztvQ http://shar.es/q8Ubh REPUBLiCANS \ufeff\ufeffhttp://bit.ly/MrZlgv http://shar.es/qiaI2 http://t.co/t7tG35Pf ALL HAVE COMMiTTED \ufeff P0LiTiCAL SUiCiDE\ufeff4 2o12 http://shar.es/qKUjT ...THE UNRE-ELECTABLE BiGTiME\ufeff LAZY WHiNiNGASS CRYBABY PATHETiC http://t.co/yHELaHAq LOSER http://t.co/yxVUiSFr DEMON J0HNhttp://bit.ly/MrZlgv ""THE http://t.co/v2LfbeYg PACiFiER SUCKA"" B0EHNER http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Dfn LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT ...THE UNM0TiVATED UNRE-ELECTABLE\ufeff WELL KN0WN SUPER DASTARDLY WEAKMiNDED http://t.co/yHELaHAq S0RRYASS QUiTTER & LOSER http://t.co/yxVUiSFr DEMON ERiC http://bit.ly/MrZlgv \ufeff""THE COWARDLY http://shar.es/qM38B http://t.co/v2LfbeYg WEASEL"" CANT0R http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Dfn LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT http://t.co/rXNmrt38 ...THE 0LD \ufeffhttp://t.co/3xgn4fPb DUMBASS & LOSER http://t.co/yHELaHAq DEMON iTS DEFiNiTELY\ufeff TiME 2RETiRE http://t.co/yxVUiSFr MiTCH http://bit.ly/MrZlgv ""THE BiGG http://t.co/v2LfbeYg TiME EViL SNiTCH"" http://shar.es/qi1LY McC0NNELL http://t.co/srGUvysY DAMN RiTE http://shar.es/q8Ubh LUGAR iS DEFiNiTELY OUT http://shar.es/qzLiJ & YOU'RE NEXT ""iNHERiT http://goo.gl/Oi4S8 THE http://t.co/ImmDUFcc WiND""\ufeff YOU ARE\ufeff MOST DEFiNiTELY\ufeff G0iNG http://shar.es/qBKPN 2B0W D0WN http://shar.es/q8Ubh ...BELiEVE... http://shar.es/q8Dfn Y0UR 0BSTRUCTiONiSM & http://shar.es/qKUjT D0 ABS0LUTELY N0THiNG http://bit.ly/MrZlgv FiNAL DAYS AR\ufeffE MOST DEFiNiTELY NUMBERED http://t.co/t7tG35Pf iT iS PERMANENTLY ENGRAVED iN ST0NE http://bit.ly/MrZlgv DAMN RiTE http://t.co/01k4Wu4w PRESiDENT OBAMA http://t.co/lIs1mACd A MAN 0F ALL THE PE0PLE iN 2o12 http://t.co/ImmDUFcc ...FORWARD ...Give Moe Powwa 2Da Peeps"""
0,"""""The great problem with trying to make yourself stupider than you are is that you often succeed."" --from the Magician's Nephew (if memory serves..)"""
0,"""I guess you are those who have a fetish for huge silicon boobs."""
0,"""pretty much the same thing happens\xa0to most of the animals in factory farms. This keychain business is horrible
0,"""You would know a thing or two about having trains ran on yourself sending messages from theo lacy..."""
